Period,Period#,# of trades,winning trades,winning percent,PorL,StrategyReturn,MarketReturn,# of long trades,long winning trades,long winning percent,# of short trades,short winning trades,short winning percent
01/01/2007--12/27/2007,1,4.0,2.0,50.0,347.0399999999995,0.3470399999999995,4.456391030628834,1.0,1.0,100.0,3.0,1.0,33.33333333333333
01/31/2007--01/26/2008,2,4.0,2.0,50.0,347.0399999999995,0.3470399999999995,-7.450434782608702,1.0,1.0,100.0,3.0,1.0,33.33333333333333
03/02/2007--02/25/2008,3,6.0,3.0,50.0,-870.1500000000005,-0.8701500000000006,-0.9663229249296712,3.0,2.0,66.66666666666666,3.0,1.0,33.33333333333333
04/01/2007--03/26/2008,4,8.0,4.0,50.0,-603.4300000000005,-0.6034300000000006,-6.302757456387176,5.0,3.0,60.0,3.0,1.0,33.33333333333333
05/01/2007--04/25/2008,5,11.0,6.0,54.54545454545454,-287.85000000000053,-0.2878500000000005,-6.100760072644107,8.0,5.0,62.5,3.0,1.0,33.33333333333333
05/31/2007--05/25/2008,6,11.0,6.0,54.54545454545454,-287.85000000000053,-0.2878500000000005,-10.226976258805118,8.0,5.0,62.5,3.0,1.0,33.33333333333333
06/30/2007--06/24/2008,7,11.0,6.0,54.54545454545454,-287.85000000000053,-0.2878500000000005,-13.571381513933723,8.0,5.0,62.5,3.0,1.0,33.33333333333333
07/30/2007--07/24/2008,8,12.0,6.0,50.0,-4255.02,-4.25502,-14.839191206405205,8.0,5.0,62.5,4.0,1.0,25.0
08/29/2007--08/23/2008,9,13.0,6.0,46.15384615384615,-7402.68,-7.40268,-11.621400300259316,9.0,5.0,55.55555555555556,4.0,1.0,25.0
09/28/2007--09/22/2008,10,12.0,6.0,50.0,-7402.68,-7.40268,-20.605583955957538,9.0,5.0,55.55555555555556,3.0,1.0,33.33333333333333
10/28/2007--10/22/2008,11,10.0,5.0,50.0,-6469.82,-6.4698199999999995,-41.250892104067994,9.0,5.0,55.55555555555556,1.0,0.0,0.0
11/27/2007--11/21/2008,12,10.0,5.0,50.0,-5398.74,-5.39874,-44.223890018938064,9.0,5.0,55.55555555555556,1.0,0.0,0.0
12/27/2007--12/21/2008,13,9.0,4.0,44.44444444444444,-7717.290000000001,-7.71729,-40.27900047402993,8.0,4.0,50.0,1.0,0.0,0.0
01/26/2008--01/20/2009,14,9.0,4.0,44.44444444444444,-7717.290000000001,-7.71729,-40.42443064182196,8.0,4.0,50.0,1.0,0.0,0.0
02/25/2008--02/19/2009,15,7.0,4.0,57.14285714285714,4288.75,4.28875,-43.07070559965048,6.0,4.0,66.66666666666666,1.0,0.0,0.0
03/26/2008--03/21/2009,16,9.0,4.0,44.44444444444444,-2499.5199999999995,-2.4995199999999995,-42.409909909909906,7.0,4.0,57.14285714285714,2.0,0.0,0.0
04/25/2008--04/20/2009,17,6.0,2.0,33.33333333333333,-2793.329999999998,-2.793329999999998,-40.236389684813744,4.0,2.0,50.0,2.0,0.0,0.0
05/25/2008--05/20/2009,18,7.0,3.0,42.857142857142854,21209.63,21.20963,-34.72522717438338,5.0,3.0,60.0,2.0,0.0,0.0
06/24/2008--06/19/2009,19,8.0,5.0,62.5,22844.77,22.84477,-29.842213583352382,6.0,4.0,66.66666666666666,2.0,1.0,50.0
07/24/2008--07/19/2009,20,8.0,5.0,62.5,27921.219999999994,27.921219999999998,-25.001991873157525,6.0,4.0,66.66666666666666,2.0,1.0,50.0
08/23/2008--08/18/2009,21,8.0,5.0,62.5,25772.889999999996,25.772889999999997,-21.957942821138847,6.0,4.0,66.66666666666666,2.0,1.0,50.0
09/22/2008--09/17/2009,22,8.0,5.0,62.5,25772.889999999996,25.772889999999997,-11.961367013372953,6.0,4.0,66.66666666666666,2.0,1.0,50.0
10/22/2008--10/17/2009,23,9.0,6.0,66.66666666666666,33890.45,33.89045,20.254003313086695,7.0,5.0,71.42857142857143,2.0,1.0,50.0
11/21/2008--11/16/2009,24,10.0,6.0,60.0,32407.409999999996,32.40741,39.851609657947684,7.0,5.0,71.42857142857143,3.0,1.0,33.33333333333333
12/21/2008--12/16/2009,25,11.0,7.0,63.63636363636363,32903.13,32.90313,28.095566276131397,8.0,6.0,75.0,3.0,1.0,33.33333333333333
01/20/2009--01/15/2010,26,11.0,7.0,63.63636363636363,32903.13,32.90313,41.04505399031899,8.0,6.0,75.0,3.0,1.0,33.33333333333333
02/19/2009--02/14/2010,27,11.0,7.0,63.63636363636363,20510.630000000005,20.510630000000006,38.19214387127308,8.0,5.0,62.5,3.0,2.0,66.66666666666666
03/21/2009--03/16/2010,28,9.0,6.0,66.66666666666666,26864.740000000005,26.864740000000005,41.54912451361868,6.0,4.0,66.66666666666666,3.0,2.0,66.66666666666666
04/20/2009--04/15/2010,29,9.0,6.0,66.66666666666666,26864.740000000005,26.864740000000005,45.379359942466735,6.0,4.0,66.66666666666666,3.0,2.0,66.66666666666666
05/20/2009--05/15/2010,30,8.0,4.0,50.0,-1437.5500000000002,-1.43755,25.831399845320952,5.0,3.0,60.0,3.0,1.0,33.33333333333333
06/19/2009--06/14/2010,31,7.0,3.0,42.857142857142854,-2757.0499999999993,-2.7570499999999996,18.979791395045627,4.0,2.0,50.0,3.0,1.0,33.33333333333333
07/19/2009--07/14/2010,32,9.0,4.0,44.44444444444444,681.4300000000007,0.6814300000000008,15.263163427273966,6.0,3.0,50.0,3.0,1.0,33.33333333333333
