Period,# of trades,winning trades,Simulated PorL,PorL,winning percent,# of long trades,long winning trades,long winning percent,# of short trades,short winning trades,short winning percent
06/30/2005--03/27/2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07/30/2005--04/26/2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08/29/2005--05/26/2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
09/28/2005--06/25/2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/28/2005--07/25/2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11/27/2005--08/24/2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12/27/2005--09/23/2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01/26/2006--10/23/2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02/25/2006--11/22/2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03/27/2006--12/22/2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04/26/2006--01/21/2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05/26/2006--02/20/2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06/25/2006--03/22/2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07/25/2006--04/21/2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08/24/2006--05/21/2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
09/23/2006--06/20/2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/23/2006--07/20/2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11/22/2006--08/19/2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12/22/2006--09/18/2007,1.0,1.0,188.15,215.64,100.0,1.0,1.0,100.0,0.0,0.0
01/21/2007--10/18/2007,1.0,1.0,188.15,4135.68,100.0,1.0,1.0,100.0,0.0,0.0
02/20/2007--11/17/2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03/22/2007--12/17/2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04/21/2007--01/16/2008,3.0,3.0,843.62,-4340.65,100.0,3.0,3.0,100.0,0.0,0.0
05/21/2007--02/15/2008,3.0,3.0,843.62,-19613.449999999997,100.0,3.0,3.0,100.0,0.0,0.0
06/20/2007--03/16/2008,3.0,2.0,-134.06,-881.9699999999999,66.66666666666666,2.0,1.0,50.0,1.0,1.0,100.0
07/20/2007--04/15/2008,8.0,7.0,714.82,-15655.03,87.5,7.0,6.0,85.71428571428571,1.0,1.0,100.0
08/19/2007--05/15/2008,9.0,8.0,729.23,1328.0700000000004,88.88888888888889,8.0,7.0,87.5,1.0,1.0,100.0
09/18/2007--06/14/2008,5.0,4.0,-122.73999999999997,-870.99,80.0,4.0,3.0,75.0,1.0,1.0,100.0
10/18/2007--07/14/2008,6.0,5.0,-97.11999999999996,-1041.63,83.33333333333334,5.0,4.0,80.0,1.0,1.0,100.0
11/17/2007--08/13/2008,9.0,8.0,758.85,-5238.31,88.88888888888889,8.0,7.0,87.5,1.0,1.0,100.0
12/17/2007--09/12/2008,7.0,5.0,-515.08,-2343.0299999999997,71.42857142857143,6.0,4.0,66.66666666666666,1.0,1.0,100.0
01/16/2008--10/12/2008,6.0,4.0,-1287.26,-1321.94,66.66666666666666,5.0,3.0,60.0,1.0,1.0,100.0
02/15/2008--11/11/2008,5.0,4.0,-233.24999999999997,-6807.259999999999,80.0,5.0,4.0,80.0,0.0,0.0
03/16/2008--12/11/2008,6.0,5.0,330.95000000000005,-7666.09,83.33333333333334,6.0,5.0,83.33333333333334,0.0,0.0
04/15/2008--01/10/2009,2.0,1.0,-694.5699999999999,-1113.6799999999998,50.0,2.0,1.0,50.0,0.0,0.0
05/15/2008--02/09/2009,1.0,0.0,-794.78,-794.78,0.0,1.0,0.0,0.0,0.0,0.0
06/14/2008--03/11/2009,4.0,2.0,-190.43999999999994,-6585.219999999999,50.0,3.0,2.0,66.66666666666666,1.0,0.0,0.0
07/14/2008--04/10/2009,3.0,1.0,-883.8599999999999,-698.19,33.33333333333333,2.0,1.0,50.0,1.0,0.0,0.0
08/13/2008--05/10/2009,2.0,1.0,-89.08000000000001,96.59,50.0,1.0,1.0,100.0,1.0,0.0,0.0
09/12/2008--06/09/2009,5.0,4.0,842.2099999999999,41494.17,80.0,4.0,4.0,100.0,1.0,0.0,0.0
10/12/2008--07/09/2009,5.0,4.0,842.2099999999999,35923.76,80.0,4.0,4.0,100.0,1.0,0.0,0.0
11/11/2008--08/08/2009,5.0,4.0,-9.160000000000014,633.31,80.0,4.0,4.0,100.0,1.0,0.0,0.0
12/11/2008--09/07/2009,5.0,4.0,-29.639999999999976,2053.9,80.0,4.0,4.0,100.0,1.0,0.0,0.0
01/10/2009--10/07/2009,8.0,7.0,723.95,65633.15,87.5,7.0,7.0,100.0,1.0,0.0,0.0
02/09/2009--11/06/2009,7.0,6.0,623.69,66398.6,85.71428571428571,6.0,6.0,100.0,1.0,0.0,0.0
03/11/2009--12/06/2009,4.0,4.0,291.03000000000003,1653.84,100.0,4.0,4.0,100.0,0.0,0.0
04/10/2009--01/05/2010,6.0,6.0,1738.85,7138.73,100.0,6.0,6.0,100.0,0.0,0.0
05/10/2009--02/04/2010,7.0,7.0,1766.24,659.2099999999987,100.0,7.0,7.0,100.0,0.0,0.0
06/09/2009--03/06/2010,4.0,4.0,910.4699999999999,5625.299999999999,100.0,4.0,4.0,100.0,0.0,0.0
07/09/2009--04/05/2010,4.0,4.0,910.8,5649.589999999999,100.0,4.0,4.0,100.0,0.0,0.0
08/08/2009--05/05/2010,5.0,5.0,1048.94,18114.27,100.0,5.0,5.0,100.0,0.0,0.0
09/07/2009--06/04/2010,6.0,5.0,1038.94,20286.01,83.33333333333334,5.0,5.0,100.0,1.0,0.0,0.0
10/07/2009--07/04/2010,3.0,2.0,24.53,-165.03,66.66666666666666,2.0,2.0,100.0,1.0,0.0,0.0
11/06/2009--08/03/2010,5.0,4.0,940.38,21805.920000000002,80.0,4.0,4.0,100.0,1.0,0.0,0.0
12/06/2009--09/02/2010,7.0,6.0,954.41,17552.9,85.71428571428571,6.0,6.0,100.0,1.0,0.0,0.0
01/05/2010--10/02/2010,6.0,5.0,164.76,-305.46,83.33333333333334,5.0,5.0,100.0,1.0,0.0,0.0
02/04/2010--11/01/2010,5.0,4.0,73.99000000000001,67.84999999999997,80.0,4.0,4.0,100.0,1.0,0.0,0.0
03/06/2010--12/01/2010,10.0,8.0,693.5,1905.3699999999997,80.0,8.0,8.0,100.0,2.0,0.0,0.0
04/05/2010--12/31/2010,13.0,10.0,606.3399999999999,3618.46,76.92307692307693,11.0,10.0,90.9090909090909,2.0,0.0,0.0
05/05/2010--01/30/2011,6.0,5.0,413.35,973.74,83.33333333333334,5.0,5.0,100.0,1.0,0.0,0.0
