Period,# of trades,winning trades,Simulated PorL,PorL,winning percent,# of long trades,long winning trades,long winning percent,# of short trades,short winning trades,short winning percent
01/01/2007--12/27/2007,8.0,8.0,1045.93,6223.37,100.0,8.0,8.0,100.0,0.0,0.0
01/31/2007--01/26/2008,2.0,2.0,161.67,-1505.8799999999999,100.0,2.0,2.0,100.0,0.0,0.0
03/02/2007--02/25/2008,2.0,2.0,161.54,-1501.6499999999999,100.0,2.0,2.0,100.0,0.0,0.0
04/01/2007--03/26/2008,10.0,10.0,1132.48,-15095.52,100.0,10.0,10.0,100.0,0.0,0.0
05/01/2007--04/25/2008,11.0,11.0,1136.97,-3146.13,100.0,11.0,11.0,100.0,0.0,0.0
05/31/2007--05/25/2008,3.0,3.0,197.78999999999996,-3978.37,100.0,3.0,3.0,100.0,0.0,0.0
06/30/2007--06/24/2008,12.0,12.0,1140.3799999999999,262.3599999999999,100.0,12.0,12.0,100.0,0.0,0.0
07/30/2007--07/24/2008,12.0,12.0,1141.34,-7659.96,100.0,12.0,12.0,100.0,0.0,0.0
08/29/2007--08/23/2008,5.0,5.0,214.24,-4379.95,100.0,5.0,5.0,100.0,0.0,0.0
09/28/2007--09/22/2008,6.0,6.0,156.15,-4448.59,100.0,6.0,6.0,100.0,0.0,0.0
10/28/2007--10/22/2008,8.0,8.0,984.0,-41468.29,100.0,8.0,8.0,100.0,0.0,0.0
11/27/2007--11/21/2008,8.0,8.0,983.34,-47819.51,100.0,8.0,8.0,100.0,0.0,0.0
12/27/2007--12/21/2008,4.0,3.0,-523.26,-157.09999999999997,75.0,3.0,3.0,100.0,1.0,0.0,0.0
01/26/2008--01/20/2009,4.0,3.0,-523.78,-106.63999999999993,75.0,3.0,3.0,100.0,1.0,0.0,0.0
02/25/2008--02/19/2009,5.0,5.0,857.2299999999999,-20174.059999999998,100.0,5.0,5.0,100.0,0.0,0.0
03/26/2008--03/21/2009,2.0,2.0,160.63,-2316.58,100.0,2.0,2.0,100.0,0.0,0.0
04/25/2008--04/20/2009,2.0,2.0,196.28,-2778.82,100.0,2.0,2.0,100.0,0.0,0.0
05/25/2008--05/20/2009,2.0,2.0,209.41,-1366.73,100.0,2.0,2.0,100.0,0.0,0.0
06/24/2008--06/19/2009,3.0,3.0,434.04999999999995,-4711.0,100.0,3.0,3.0,100.0,0.0,0.0
07/24/2008--07/19/2009,2.0,2.0,174.70999999999998,-972.68,100.0,1.0,1.0,100.0,1.0,1.0,100.0
08/23/2008--08/18/2009,6.0,6.0,789.27,-205.4300000000003,100.0,5.0,5.0,100.0,1.0,1.0,100.0
09/22/2008--09/17/2009,6.0,6.0,788.3799999999999,7703.9400000000005,100.0,5.0,5.0,100.0,1.0,1.0,100.0
10/22/2008--10/17/2009,3.0,3.0,244.2,-477.1400000000001,100.0,2.0,2.0,100.0,1.0,1.0,100.0
11/21/2008--11/16/2009,3.0,3.0,244.2,-477.1400000000001,100.0,2.0,2.0,100.0,1.0,1.0,100.0
12/21/2008--12/16/2009,9.0,9.0,932.2900000000001,17307.4,100.0,8.0,8.0,100.0,1.0,1.0,100.0
01/20/2009--01/15/2010,9.0,9.0,931.34,19591.46,100.0,8.0,8.0,100.0,1.0,1.0,100.0
02/19/2009--02/14/2010,4.0,4.0,274.17,-198.11999999999998,100.0,3.0,3.0,100.0,1.0,1.0,100.0
03/21/2009--03/16/2010,9.0,9.0,930.0,17525.9,100.0,8.0,8.0,100.0,1.0,1.0,100.0
04/20/2009--04/15/2010,10.0,10.0,1176.0600000000002,25268.280000000002,100.0,9.0,9.0,100.0,1.0,1.0,100.0
05/20/2009--05/15/2010,4.0,4.0,418.24,3378.3799999999997,100.0,3.0,3.0,100.0,1.0,1.0,100.0
06/19/2009--06/14/2010,3.0,3.0,453.63,4406.51,100.0,3.0,3.0,100.0,0.0,0.0
07/19/2009--07/14/2010,9.0,9.0,1069.3,10391.48,100.0,9.0,9.0,100.0,0.0,0.0
08/18/2009--08/13/2010,7.0,7.0,1225.99,7932.9,100.0,7.0,7.0,100.0,0.0,0.0
09/17/2009--09/12/2010,5.0,4.0,649.37,6755.930000000001,80.0,5.0,4.0,80.0,0.0,0.0
10/17/2009--10/12/2010,6.0,5.0,646.23,7485.5599999999995,83.33333333333334,6.0,5.0,83.33333333333334,0.0,0.0
11/16/2009--11/11/2010,9.0,6.0,1226.75,8099.37,66.66666666666666,9.0,6.0,66.66666666666666,0.0,0.0
12/16/2009--12/11/2010,6.0,4.0,519.1500000000001,5329.81,66.66666666666666,5.0,4.0,80.0,1.0,0.0,0.0
