Ticker,Date,Open,High,Low,Close,Volume,Dividend,Split
NFLX,07/01/2005,16.4,16.68,16.35,16.55,291500.0,0.0,1.0
NFLX,07/05/2005,16.36,16.54,16.07,16.44,540100.0,0.0,1.0
NFLX,07/06/2005,16.38,17.04,16.25,16.73,784800.0,0.0,1.0
NFLX,07/07/2005,16.41,17.26,16.24,16.93,892700.0,0.0,1.0
NFLX,07/08/2005,17.0,17.02,16.65,16.71,676200.0,0.0,1.0
NFLX,07/11/2005,16.81,17.5,16.81,17.21,1118000.0,0.0,1.0
NFLX,07/12/2005,17.2,17.2,16.73,16.85,568900.0,0.0,1.0
NFLX,07/13/2005,16.95,16.95,16.37,16.53,476000.0,0.0,1.0
NFLX,07/14/2005,16.59,16.7,16.24,16.5,795300.0,0.0,1.0
NFLX,07/15/2005,16.43,16.58,16.0,16.4,707500.0,0.0,1.0
NFLX,07/18/2005,16.07,16.49,16.06,16.28,661200.0,0.0,1.0
NFLX,07/19/2005,16.34,16.49,16.17,16.39,557000.0,0.0,1.0
NFLX,07/20/2005,16.21,16.99,16.2,16.89,632900.0,0.0,1.0
NFLX,07/21/2005,16.89,17.01,16.55,16.65,559500.0,0.0,1.0
NFLX,07/22/2005,16.75,16.95,16.25,16.4,612000.0,0.0,1.0
NFLX,07/25/2005,16.4,17.58,16.4,16.96,5226800.0,0.0,1.0
NFLX,07/26/2005,20.02,20.8,19.0,19.01,11821000.0,0.0,1.0
NFLX,07/27/2005,18.96,19.58,18.72,19.52,1940700.0,0.0,1.0
NFLX,07/28/2005,19.6,19.62,18.74,18.91,1601700.0,0.0,1.0
NFLX,07/29/2005,19.04,19.23,18.54,18.56,990000.0,0.0,1.0
NFLX,08/01/2005,18.56,19.34,18.25,19.34,3211700.0,0.0,1.0
NFLX,08/02/2005,19.4,19.94,19.14,19.57,2516400.0,0.0,1.0
NFLX,08/03/2005,19.57,21.17,19.57,20.89,3340400.0,0.0,1.0
NFLX,08/04/2005,21.0,21.37,20.53,20.64,1976800.0,0.0,1.0
