Ticker,Details,Date,Open,High,Low,Close,Volume
UNH,UnitedHealth Group Incorporate @ NYSE,06/13/2005,46.88,47.3,46.86,47.12,3163300
UNH,UnitedHealth Group Incorporate @ NYSE,06/14/2005,47.32,48.01,47.32,47.55,4843100
UNH,UnitedHealth Group Incorporate @ NYSE,06/15/2005,47.94,47.94,46.99,47.47,4268500
UNH,UnitedHealth Group Incorporate @ NYSE,06/16/2005,47.5,47.76,47.09,47.44,3967800
UNH,UnitedHealth Group Incorporate @ NYSE,06/17/2005,47.87,47.87,47.51,47.73,5565800
UNH,UnitedHealth Group Incorporate @ NYSE,06/20/2005,47.86,47.87,45.23,47.49,4155800
UNH,UnitedHealth Group Incorporate @ NYSE,06/21/2005,47.55,48.33,47.04,47.75,4175400
UNH,UnitedHealth Group Incorporate @ NYSE,06/22/2005,47.79,47.93,47.29,47.29,4269000
UNH,UnitedHealth Group Incorporate @ NYSE,06/23/2005,47.41,47.93,47.38,47.59,4400100
UNH,UnitedHealth Group Incorporate @ NYSE,06/24/2005,47.55,47.92,47.21,47.22,5259500
UNH,UnitedHealth Group Incorporate @ NYSE,06/27/2005,47.2,47.53,47.13,47.24,3341700
UNH,UnitedHealth Group Incorporate @ NYSE,06/28/2005,47.55,48.6,47.5,48.5,4700500
UNH,UnitedHealth Group Incorporate @ NYSE,06/29/2005,48.61,49.38,48.59,48.92,5534100
UNH,UnitedHealth Group Incorporate @ NYSE,06/30/2005,48.92,49.37,47.88,48,6069000
UNH,UnitedHealth Group Incorporate @ NYSE,07/01/2005,48.79,48.79,48.04,48.61,3880700
UNH,UnitedHealth Group Incorporate @ NYSE,07/05/2005,48.83,49.4,48.56,49,4416300
UNH,UnitedHealth Group Incorporate @ NYSE,07/06/2005,49.2,50.17,47.67,49.25,13164100
UNH,UnitedHealth Group Incorporate @ NYSE,07/07/2005,49.26,50.17,49.02,49.24,10982500
UNH,UnitedHealth Group Incorporate @ NYSE,07/08/2005,49.49,49.49,48.83,48.83,7232400
UNH,UnitedHealth Group Incorporate @ NYSE,07/11/2005,48.84,49.11,48.26,48.26,6785600
UNH,UnitedHealth Group Incorporate @ NYSE,07/12/2005,48.36,48.7,47.55,47.67,6813700
UNH,UnitedHealth Group Incorporate @ NYSE,07/13/2005,47.68,47.78,46.86,47.32,7432600
