1227168000,MMM,Sell,47.5809811557
1387353600,MMM,Buy,131.986984119
1388131202,MMM,Stop-Sell,134.486984119
1387440001,MMM,Stop-Sell,128.982657499
1419580802,MMM,Tightened-Stop-Sell,164.730324159
1388390402,MMM,Stop-Sell,134.486984119
1388476802,MMM,Tightened-Stop-Sell,135.352866333
1406790000,MMM,Sell,137.96414409
1406876401,MMM,Stop-Buy,137.449119921
1418889600,MMM,Buy,164.476269599
1419408002,MMM,Tightened-Stop-Sell,164.640881544
1418976001,MMM,Stop-Sell,160.394229782
1419840002,MMM,Tightened-Stop-Sell,164.770076433
1347951602,ACN,Tightened-Stop-Sell,60.315581312
1346914800,ACN,Buy,59.7022106633
1347001201,ACN,Stop-Sell,56.4902386058
1348210802,ACN,Tightened-Stop-Sell,60.2783225702
1347865202,ACN,Tightened-Stop-Sell,60.604336561
1348124402,ACN,Tightened-Stop-Sell,60.2224344574
1348038002,ACN,Tightened-Stop-Sell,60.2969519411
1227081600,ACE,Sell,34.3172685926
1227168001,ACE,Stop-Buy,38.0473459493
1385712002,ACE,Tightened-Stop-Sell,98.5529142505
1385107201,ACE,Stop-Sell,95.7665702381
1371711600,ACE,Sell,82.1200757098
1371798001,ACE,Stop-Buy,81.453557417
1385020800,ACE,Buy,98.3845869909
1416297600,ACT,Buy,269.86
1309244400,ACT,Buy,68.49
1416384002,ACT,Tightened-Stop-Sell,265.415
1377673201,ACT,Stop-Buy,130.43
1332313200,ACT,Buy,64.66
1332918002,ACT,Tightened-Stop-Sell,65.5
1377586800,ACT,Sell,130.83
1309330801,ACT,Stop-Sell,65.27
1413183600,ACT,Sell,221.35
1363158001,ACT,Stop-Sell,87.72
1310022002,ACT,Tightened-Stop-Sell,68.69
1332399601,ACT,Stop-Sell,61.1
1413270001,ACT,Stop-Buy,227.35
1416384001,ACT,Stop-Sell,263.02
1363071600,ACT,Buy,90.51
1363590002,ACT,Tightened-Stop-Sell,89.75
1226476800,ADBE,Sell,21.64
1226563201,ADBE,Stop-Buy,20.89
1226563202,ADBE,Tightened-Stop-Buy,24.8
1226908802,ADBE,Tightened-Stop-Buy,23.3
1226995202,ADBE,Tightened-Stop-Buy,23.23
1226649602,ADBE,Tightened-Stop-Buy,24.49
1235548800,AET,Sell,24.9420527022
1235635201,AET,Stop-Buy,24.452216343
1236153602,AET,Tightened-Stop-Buy,20.4820575869
1393228800,AET,Buy,71.3104034631
1393315201,AET,Stop-Sell,68.4118398304
1394179202,AET,Tightened-Stop-Sell,72.1857041327
1394006402,AET,Tightened-Stop-Sell,71.9983444286
1333004400,AET,Buy,47.9603758146
1333090801,AET,Stop-Sell,45.3247449871
1394521202,AET,Tightened-Stop-Sell,72.1265379103
1248764400,AET,Buy,27.8985530144
1394434802,AET,Tightened-Stop-Sell,71.9293171692
1394092802,AET,Tightened-Stop-Sell,72.067371688
1333609202,AET,Tightened-Stop-Sell,46.7579372352
1333522802,AET,Tightened-Stop-Sell,47.0067639603
1236326402,AET,Tightened-Stop-Buy,19.5045721734
1297411200,AMG,Buy,108.97
1386576000,AMG,Buy,205.65
1297843202,AMG,Stop-Sell,111.47
1297670401,AMG,Stop-Sell,105.5466666667
1239260400,AMG,Buy,50.95
1352966400,AMG,Sell,120.25
1402038002,AMG,Stop-Sell,201.5
1406876401,AMG,Stop-Buy,201.9633333333
1277881201,AMG,Stop-Buy,60.79
1409036400,AMG,Buy,214.55
1402038001,AMG,Stop-Sell,195.9766666667
1248159602,AMG,Tightened-Stop-Sell,61.54
1316761201,AMG,Stop-Buy,77.53
1353052801,AMG,Stop-Buy,119.76
1401951600,AMG,Buy,199
1248073200,AMG,Buy,62.1
1406790000,AMG,Sell,198.5
1239606001,AMG,Stop-Sell,47.8233333333
1407481202,AMG,Tightened-Stop-Buy,197.09
1277794800,AMG,Sell,61.21
1316674800,AMG,Sell,77.54
1248159601,AMG,Stop-Sell,58.4
1222671600,AFL,Sell,42.5857253781
1303974000,AFL,Buy,51.5518130387
1390550400,APD,Sell,103.42473141
1390809601,APD,Stop-Buy,105.840056188
1390896002,APD,Tightened-Stop-Buy,105.232393799
1390982402,APD,Tightened-Stop-Buy,103.949837348
1391500802,APD,Tightened-Stop-Buy,101.851108611
1334041200,APD,Sell,79.942817092
1406098800,APD,Buy,134.310948972
1391587202,APD,Tightened-Stop-Buy,101.802526927
1204876800,ARG,Sell,36.4302868771
1227168000,ARG,Sell,24.2234594422
1300950000,ARG,Buy,61.3862583321
1301036401,ARG,Stop-Sell,57.993735258
1347001200,ARG,Buy,82.076953365
1301986802,ARG,Tightened-Stop-Sell,61.2901312127
1337583602,ARG,Stop-Buy,81.3505669895
1274338800,ARG,Sell,54.228406568
1347260401,ARG,Stop-Sell,79.6040085047
1301900402,ARG,Tightened-Stop-Sell,61.4666479009
1337238000,ARG,Sell,78.8505669895
1390809600,ARG,Sell,103.912889424
1302073202,ARG,Tightened-Stop-Sell,62.1541339496
1337324401,ARG,Stop-Buy,81.7829690778
1324540800,AKAM,Buy,32.15
1411023600,AKAM,Buy,64.57
1411110002,AKAM,Tightened-Stop-Sell,61.92
1411110001,AKAM,Stop-Sell,61.5
1357113600,ALXN,Buy,100.26
1332745202,ALXN,Tightened-Stop-Sell,91.95
1406012400,ALXN,Buy,168.61
1331881202,ALXN,Tightened-Stop-Sell,88.51
1332831602,ALXN,Tightened-Stop-Sell,92.78
1332140402,ALXN,Tightened-Stop-Sell,88.82
1331535600,ALXN,Buy,88.7
1405580400,ALXN,Sell,154.18
1406098801,ALXN,Stop-Sell,165.4966666667
1368514802,ALXN,Stop-Sell,106.91
1332226802,ALXN,Tightened-Stop-Sell,89.04
1350889201,ALXN,Stop-Buy,110.65
1368428401,ALXN,Stop-Sell,101.33
1340089200,ALXN,Buy,99.4
1331622001,ALXN,Stop-Sell,84.26
1332399602,ALXN,Stop-Sell,91.63
1406098802,ALXN,Stop-Sell,171.15
1351753202,ALXN,Tightened-Stop-Buy,92.9
1382684400,ALXN,Buy,125.46
1332486002,ALXN,Stop-Sell,91.63
1340175601,ALXN,Stop-Sell,96.4466666667
1381215600,ALXN,Sell,108.15
1381302001,ALXN,Stop-Buy,111.355
1332313202,ALXN,Stop-Sell,91.63
1350630000,ALXN,Sell,107.38
1368169200,ALXN,Buy,104.41
1226908800,ADS,Sell,37.14
1344927600,ADS,Buy,134.828
1247814001,ADS,Stop-Sell,44.3133333333
1345014001,ADS,Stop-Sell,132
1248332402,ADS,Stop-Sell,49.82
1337670002,ADS,Tightened-Stop-Buy,123.4
1247727600,ADS,Buy,47.32
1312527601,ADS,Stop-Buy,93.0966666667
1313132402,ADS,Tightened-Stop-Buy,89.86
1337238000,ADS,Sell,121.75
1312441200,ADS,Sell,90.4
1345186802,ADS,Stop-Sell,137.328
1337324401,ADS,Stop-Buy,124.6566666667
1227081600,ALL,Sell,16.1853161915
1227168001,ALL,Stop-Buy,19.2470397805
1232438400,ALL,Sell,21.8535976963
1334905200,ALTR,Sell,33.1494657424
1335164401,ALTR,Stop-Buy,32.4633836442
1290585600,AMZN,Buy,178.09
1390809601,AMZN,Stop-Buy,391.12
1291104002,AMZN,Tightened-Stop-Sell,174.9
1290758401,AMZN,Stop-Sell,174.39
1362643202,AMZN,Tightened-Stop-Sell,273.255
1291190402,AMZN,Tightened-Stop-Sell,176.05
1273042802,AMZN,Stop-Buy,130.5
1253084400,AMZN,Buy,91.18
1273042801,AMZN,Stop-Buy,132.72625
1362384000,AMZN,Buy,273.5
1253602802,AMZN,Stop-Sell,93.68
1340002800,AMZN,Buy,223.96
1253170801,AMZN,Stop-Sell,87.5066666667
1221721202,AMZN,Tightened-Stop-Buy,77
1390809602,AMZN,Tightened-Stop-Buy,391.125
1362470401,AMZN,Stop-Sell,270.5266666667
1272956400,AMZN,Sell,128.18
1340089201,AMZN,Stop-Sell,219.97
1303887600,AMZN,Buy,198
1221721201,AMZN,Stop-Buy,74.61
1390550400,AMZN,Sell,387.07
1221634800,AMZN,Sell,71.04
1221634800,AEP,Sell,25.372526269
1222671600,AXP,Sell,28.7712357706
1332313202,AXP,Tightened-Stop-Sell,54.3184147314
1239606001,AXP,Stop-Sell,14.0699740627
1383030002,AXP,Stop-Sell,81.7389081608
1239260400,AXP,Buy,17.4724384345
1248332402,AXP,Tightened-Stop-Sell,26.1987440257
1401174000,AXP,Buy,90.5821910134
1247727601,AXP,Stop-Sell,21.8583244815
1239692402,AXP,Tightened-Stop-Sell,16.3429121877
1331708400,AXP,Buy,54.2785342872
1247641200,AXP,Buy,25.7567487655
1382079601,AXP,Stop-Sell,75.6205535081
1381993200,AXP,Buy,79.2389081608
